candidateName,candidateParty,candidateVotes,seat,seatName
Anmber Naeem,All Pakistan Muslim League,977,NA-253,Karachi Central-I
Chaudhary Muhammad Javed ishaq,Pakistan Peoples Party Parliamentarians,3270,NA-253,Karachi Central-I
Zain ul abidin,Pakistan Kissan Ittehad(Ch. Anwar),167,NA-253,Karachi Central-I
Muhammad Amjid Ali,Tehreek-e-Labbaik Pakistan,24794,NA-253,Karachi Central-I
Muhammad Anzar Siddiq,Independent,94,NA-253,Karachi Central-I
Syed Mustafa Kamal,Pak Sarzameen Party,12891,NA-253,Karachi Central-I
Muhammad Usman,Independent,40,NA-253,Karachi Central-I
Sarwat Ejaz,Pakistan Sunni Tehreek,1217,NA-253,Karachi Central-I
Omar Omari,Independent,20,NA-253,Karachi Central-I
Muhamamad Farooq Khan,Mohajir Qaumi Movement Pakistan,161,NA-253,Karachi Central-I
Khalid Mumtaz,Pakistan Muslim League (N),6763,NA-253,Karachi Central-I
Usama Qadri,Muttahida Qaumi Movement Pakistan,52426,NA-253,Karachi Central-I
Abdul Waseem,Independent,39,NA-253,Karachi Central-I
Muhammad Abid,Jamiat Ulama-e-Islam Pakistan (S),308,NA-253,Karachi Central-I
Khuwaja Izhar Ul Hassan,Independent,183,NA-253,Karachi Central-I
Liza Mehdi,Pakistan Peoples Party Parliamentarians,3416,NA-254,Karachi Central-II
Muhammad Iftikhar Alam,Independent,559,NA-254,Karachi Central-II
Syed Rashid Rizvi,Independent,352,NA-254,Karachi Central-II
Rashid Naseem,Muttahida Majlis-e-Amal Pakistan,26373,NA-254,Karachi Central-II
Muhammad Ateeq,Tehreek-e-Labbaik Pakistan,28546,NA-254,Karachi Central-II
Qazi Saleem Haider,Independent,333,NA-254,Karachi Central-II
Danish Turabi,Independent,0,NA-254,Karachi Central-II
Muhammad Aslam Khan,Pakistan Tehreek-e-Insaf,75702,NA-254,Karachi Central-II
Sheikh Salahud din,Muttahida Qaumi Movement Pakistan,48813,NA-254,Karachi Central-II
Arshad Abdullah Vohra,Pak Sarzameen Party,9013,NA-254,Karachi Central-II
Afaq Shafqat,Mohajir Qaumi Movement Pakistan,358,NA-254,Karachi Central-II
Syed Muhammad Ali Abidi,Majlis-e-Wahdat-e-Muslimeen Pakistan,1322,NA-254,Karachi Central-II
Wali Muhammad,Pakistan Kissan Ittehad(Ch. Anwar),389,NA-254,Karachi Central-II
Syed Abdul Mateen,Independent,356,NA-254,Karachi Central-II
Syed Rehmat Ullah,Independent,307,NA-254,Karachi Central-II
Nasir Ahmad,Pakistan Falah Party,94,NA-254,Karachi Central-II
Muhammad Faisal,Independent,130,NA-254,Karachi Central-II
ABDUL SAMAD SARDAR,Independent,199,NA-255,Karachi Central-III
ARSALAN KHAN,Awami National Party,667,NA-255,Karachi Central-III
Ata Ul Mostafah Jameel,Pak Sarzameen Party,8099,NA-255,Karachi Central-III
FAIZAN AHMED,Mohajir Qaumi Movement Pakistan,264,NA-255,Karachi Central-III
KHALID MAQBOOL SIDDIQUI,Muttahida Qaumi Movement Pakistan,59807,NA-255,Karachi Central-III
MEHMOOD BAQI MOULVI,Pakistan Tehreek-e-Insaf,50352,NA-255,Karachi Central-III
MOHAMMED JAMEEL AHMED KHAN,All Pakistan Muslim League,2751,NA-255,Karachi Central-III
MOHAMMED MUSTAQEEM QURASHI,Muttahida Majlis-e-Amal Pakistan,11323,NA-255,Karachi Central-III
Muhammad Adeel,Tehreek-e-Labbaik Pakistan,21289,NA-255,Karachi Central-III
MUHAMMAD MASOOD UDDIN AYUBI,Independent,384,NA-255,Karachi Central-III
Muhammad Zahid Awan,Pakistan Muslim Alliance,1248,NA-255,Karachi Central-III
MUHAMMED JAWED HANIF KHAN,Independent,86,NA-255,Karachi Central-III
MUHAMMED KAMRAM KHAN,Independent,70,NA-255,Karachi Central-III
NASIR UDDIN MEHMOOD,Pakistan Muslim League (N),7608,NA-255,Karachi Central-III
ZAFAR AHMED SIDDIQUI,Pakistan Peoples Party Parliamentarians,8106,NA-255,Karachi Central-III
Muhammad Adil Siddiqui,Pak Sarzameen Party,9030,NA-256,Karachi Central-IV
Ishtiaq Ahmed Shad,Pakistan Falah Party,141,NA-256,Karachi Central-IV
Rehan Mansoor,Independent,129,NA-256,Karachi Central-IV
Muhammad Zaman Khan Lodhi,Independent,101,NA-256,Karachi Central-IV
Meraj Ul Huda Siddiqui,Muttahida Majlis-e-Amal Pakistan,22364,NA-256,Karachi Central-IV
Muhammad Riaz Haider,Independent,149,NA-256,Karachi Central-IV
Syed Sajid Hassan,Pakistan Peoples Party Parliamentarians,7587,NA-256,Karachi Central-IV
Shahid Hussain,Independent,2751,NA-256,Karachi Central-IV
Amir Wali uddin Chishti,Muttahida Qaumi Movement Pakistan,45575,NA-256,Karachi Central-IV
Zain Aquil,Independent,306,NA-256,Karachi Central-IV
Dost Mohammad Faizi,Pakistan Muslim League (N),9221,NA-256,Karachi Central-IV
Muhammad Irshad Siddiqui,Independent,22,NA-256,Karachi Central-IV
Sofia Yaqoob,Awami National Party,2465,NA-256,Karachi Central-IV
Muhammad Najeeb Haroon,Pakistan Tehreek-e-Insaf,89850,NA-256,Karachi Central-IV
Muhammad Afsar Ali Khan,Independent,31,NA-256,Karachi Central-IV
Muhammad Ali Qadri,Tehreek-e-Labbaik Pakistan,9144,NA-256,Karachi Central-IV
Amanullah,Awami National Party,3270,NA-257,Killa Saifullah-cum-Zhob-cum-Sherani
Sheikh Imran Babar,Pakistan Peoples Party Parliamentarians,378,NA-257,Killa Saifullah-cum-Zhob-cum-Sherani
Sheikh Abdul Sattar,Independent,5766,NA-257,Killa Saifullah-cum-Zhob-cum-Sherani
Allah Noor,Pashtoonkhwa Milli Awami Party,22446,NA-257,Killa Saifullah-cum-Zhob-cum-Sherani
Abdul Rauf,Jamiat Ulma-e-Islam Nazryati Pakistan,21796,NA-257,Killa Saifullah-cum-Zhob-cum-Sherani
Atta Muhammad,Balochistan Awami Party,2399,NA-257,Killa Saifullah-cum-Zhob-cum-Sherani
Ain u Din,Balochistan National Party,151,NA-257,Killa Saifullah-cum-Zhob-cum-Sherani
Najm u Din,Jamiat Ulama-e-Islam Pakistan (S),981,NA-257,Killa Saifullah-cum-Zhob-cum-Sherani
Muhammad Naseem,Independent,447,NA-257,Killa Saifullah-cum-Zhob-cum-Sherani
Abdul Wasay,Muttahida Majlis-e-Amal Pakistan,43851,NA-257,Killa Saifullah-cum-Zhob-cum-Sherani
Muhammad Amin Khan Jogizai,Pakistan Tehreek-e-Insaf,16487,NA-257,Killa Saifullah-cum-Zhob-cum-Sherani
Abdul Raziq,Awami National Party,4272,NA-258,Loralai-cum-Musa Khail-cum-Ziarat-cum-Dukki-cum-Harnai
Amir Zaman,Muttahida Majlis-e-Amal Pakistan,38457,NA-258,Loralai-cum-Musa Khail-cum-Ziarat-cum-Dukki-cum-Harnai
Ashraf Khan,Tehreek Jawanan Pakistan,1049,NA-258,Loralai-cum-Musa Khail-cum-Ziarat-cum-Dukki-cum-Harnai
Azeem Jan,Jamiat Ulma-e-Islam Nazryati Pakistan,170,NA-258,Loralai-cum-Musa Khail-cum-Ziarat-cum-Dukki-cum-Harnai
Habib ur Rehman,Pashtoonkhwa Milli Awami Party,22596,NA-258,Loralai-cum-Musa Khail-cum-Ziarat-cum-Dukki-cum-Harnai
Hafiz Nasrullah,Pakistan Rah-e-Haq Party,354,NA-258,Loralai-cum-Musa Khail-cum-Ziarat-cum-Dukki-cum-Harnai
Haidar Khan Nasar,Independent,770,NA-258,Loralai-cum-Musa Khail-cum-Ziarat-cum-Dukki-cum-Harnai
Haq Nawaz Buzdar,Balochistan National Party,189,NA-258,Loralai-cum-Musa Khail-cum-Ziarat-cum-Dukki-cum-Harnai
Khalil ur Rehman,National Party,36,NA-258,Loralai-cum-Musa Khail-cum-Ziarat-cum-Dukki-cum-Harnai
Muhammad Ikhlas,Independent,337,NA-258,Loralai-cum-Musa Khail-cum-Ziarat-cum-Dukki-cum-Harnai
Muhammad Iqbal Tareen,Independent,156,NA-258,Loralai-cum-Musa Khail-cum-Ziarat-cum-Dukki-cum-Harnai
Muhammad Israr Tareen,Balochistan Awami Party,42938,NA-258,Loralai-cum-Musa Khail-cum-Ziarat-cum-Dukki-cum-Harnai
Rehmatullah,Jamiat Ulama-e-Islam Pakistan (S),266,NA-258,Loralai-cum-Musa Khail-cum-Ziarat-cum-Dukki-cum-Harnai
Sarbuland Khan Jogezai,Pakistan Peoples Party Parliamentarians,2687,NA-258,Loralai-cum-Musa Khail-cum-Ziarat-cum-Dukki-cum-Harnai
Sardar Muhammad Yaqoob Nasar,Pakistan Muslim League (N),25792,NA-258,Loralai-cum-Musa Khail-cum-Ziarat-cum-Dukki-cum-Harnai
Sikandar Hayat Khan Jogezai,Independent,441,NA-258,Loralai-cum-Musa Khail-cum-Ziarat-cum-Dukki-cum-Harnai
Syed Alam Shah,Independent,476,NA-258,Loralai-cum-Musa Khail-cum-Ziarat-cum-Dukki-cum-Harnai
Syed Qurban Ali Gharsheen,Pakistan Tehreek-e-Insaf,16738,NA-258,Loralai-cum-Musa Khail-cum-Ziarat-cum-Dukki-cum-Harnai
Wali Dad,Pak Sarzameen Party,949,NA-258,Loralai-cum-Musa Khail-cum-Ziarat-cum-Dukki-cum-Harnai
Abdul Ghaffar,Balochistan National Party,3016,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Abdul Hayee Baloch,Balochistan National Movement,2318,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Ahmed Jan,Independent,88,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Allah Dad,Awami National Party,141,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Attaullah,Independent,2840,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Babar Marghzani,Pakistan Tehreek-e-Insaf,5422,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Faqeer Muhammad,Independent,161,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Faqeerullah Jan,Tehreek-e-Labbaik Islam,2090,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Hasnain Iqbal Minhas,Pakistan Justice & Democratic Party,359,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Jalamb Khan Bugti,Independent,5527,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Khan Muhammad,Independent,320,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Kohdayar Marri,Independent,97,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Mehrab Khan,National Party,1868,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Mian Khan,Independent,16300,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Mir Baz Muhammad,Muttahida Majlis-e-Amal Pakistan,6113,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Mir Dostain Khan Domki,Balochistan Awami Party,11930,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Mir Hair Bayar Khan Domki,Independent,12808,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Mir Ibrar Khan Khetran,Pak Sarzameen Party,141,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Mir Liaqat Ali Khan,Independent,5243,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Mir Muhammad Khan,Balochistan National Party (Awami),307,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Mir Shah Nawaz Khan Marri,Independent,255,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Mir Tariq Mehmood Kethran,Independent,21213,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Muhammad Saddique,Tehreek-e-Labbaik Pakistan,2879,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Nawab Muhammad Mir Ali Bugti,Independent,583,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
nawabzada Ghazain Khan Marri,Independent,215,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Nawabzada Shahzain Bugtti,Jamhoori Wattan Party,22787,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Noor Ahmed Shah,Pashtoonkhwa Milli Awami Party,2575,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Sardar Mir Baz Muhammad Khan Khetran,Pakistan Peoples Party Parliamentarians,17578,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Shahzadi,Independent,967,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Sheraz Ali,Independent,336,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Syed Abdul Hayee Shah Rashdi,Independent,1164,NA-259,Dera Bugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri
Abdul Majid,Jamote Qaumi Movement,3238,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Abdul Sattar,Independent,355,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Ali Hassan,National Party,417,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Aurangzeb Alamgir Magsi,Independent,2723,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Ghulam Haider,Independent,231,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Ghulam Rasool,Independent,2822,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Izhar Hussain,Independent,992,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Khalid Hussain Magsi,Balochistan Awami Party,53330,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Mir Khan,Independent,185,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Mir Muhammad Asim Kurd,Independent,468,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Mir Muhammad Hashim Khan,Independent,49,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Mir Muhammad Magsi,Pak Sarzameen Party,50,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Mir Sardar Khan Rind,Independent,113,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Molvi Muhammad Abdullah,Muttahida Majlis-e-Amal Pakistan,10009,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Muhammad Panah,Independent,2385,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Muhammad Riaz,Independent,216,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Nasrullah,Independent,79,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Niaz Ahmed,Independent,258,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Nisar Ahmed,Independent,195,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Rehmatullah,Pakistan Falah Party,994,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Sain Bakhsh,Independent,513,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Sardar Abdul Sattar Khan,Allah-o-Akbar Tehreek,927,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Sardar Yar Muhammad Rind,Pakistan Tehreek-e-Insaf,40188,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Shahnaz Naseer Baloch,Balochistan National Party,2503,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Syed Naseer Ahmed Shah Dopasi,Pakistan Peoples Party Parliamentarians,4711,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Taj Muhammad Raisani,Independent,2559,NA-260,Nasirabad-cum-Kachhi-cum-Jhal Magsi
Pyara Khan,Independent,518,NA-261,Jafarabad-cum-Sohbatpur
Mir Hussain,Muttahida Majlis-e-Amal Pakistan,5238,NA-261,Jafarabad-cum-Sohbatpur
Rahat Jamali,Independent,7384,NA-261,Jafarabad-cum-Sohbatpur
Zahoor Hussain Khan,Balochistan Awami Party,22284,NA-261,Jafarabad-cum-Sohbatpur
Nazir Ahmed,Balochistan National Party (Awami),1336,NA-261,Jafarabad-cum-Sohbatpur
Mir Changez Khan Jamali,Pakistan Peoples Party Parliamentarians,27563,NA-261,Jafarabad-cum-Sohbatpur
Izhar Hussain,Independent,354,NA-261,Jafarabad-cum-Sohbatpur
Ghanwar Ali,Grand Democratic Alliance,352,NA-261,Jafarabad-cum-Sohbatpur
Sohrab Khan,Independent,342,NA-261,Jafarabad-cum-Sohbatpur
Mir Khan Muhammad Jamali,Pakistan Tehreek-e-Insaf,45222,NA-261,Jafarabad-cum-Sohbatpur
Kamal Uddin,Muttahida Majlis-e-Amal Pakistan,50258,NA-262,Pishin
Gohar Eijaz Khan Kakar,Balochistan Awami Party,13387,NA-262,Pishin
Malik Abdul Qayum Kakar,Pakistan Peoples Party Parliamentarians,10297,NA-262,Pishin
Syed Abdul Zahir,Pakistan Muslim League (N),679,NA-262,Pishin
Malik Muhammad Usman,Independent,597,NA-262,Pishin
Shams Ul Haq,Jamiat Ulma-e-Islam Nazryati Pakistan,441,NA-262,Pishin
Doulat Shah,Independent,201,NA-262,Pishin
tekadar Hayat Ullah,Independent,1308,NA-262,Pishin
Ehsam Uddin,Independent,93,NA-262,Pishin
Nizam Uddin,Awami National Party,6489,NA-262,Pishin
Muhammad Hashim Khan Panezai,Pakistan Tehreek-e-Insaf,4848,NA-262,Pishin
Muhammad Essa Khan,Pashtoonkhwa Milli Awami Party,28344,NA-262,Pishin
Nizam Uddin,Independent,143,NA-262,Pishin
Aemal Khan,Independent,69,NA-262,Pishin
Abdullah Khan,Independent,182,NA-262,Pishin
Abdul Hadi,Pakistan Muslim League,192,NA-263,Killa Abdullah
Abdul Samad,All Pakistan Tehreek,155,NA-263,Killa Abdullah
Abdul Wali,Pakistan Muslim League (N),280,NA-263,Killa Abdullah
Ahmed khan,Independent,221,NA-263,Killa Abdullah
Amanullah,Independent,38,NA-263,Killa Abdullah
Asghar Khan,Awami National Party,21417,NA-263,Killa Abdullah
Attaullah Khan,Independent,215,NA-263,Killa Abdullah
Bismillah Khan Kakar,Pakistan Peoples Party Parliamentarians,993,NA-263,Killa Abdullah
Haji Behram Khan Achakzai,Independent,161,NA-263,Killa Abdullah
Imdadullah,Independent,289,NA-263,Killa Abdullah
Mehmood Khan Achakzai,Pashtoonkhwa Milli Awami Party,19989,NA-263,Killa Abdullah
Muhamamd Tahir,Independent,47,NA-263,Killa Abdullah
Muhammad Kazim Khan,Independent,1279,NA-263,Killa Abdullah
Muhammad Sadiq,Balochistan Awami Party,3990,NA-263,Killa Abdullah
Muhammad Umar Khan,Independent,1223,NA-263,Killa Abdullah
nasebullah,Pakistan Tehreek-e-Insaf,2731,NA-263,Killa Abdullah
Nazuddin,Jamiat Ulma-e-Islam Nazryati Pakistan,686,NA-263,Killa Abdullah
Salahuddin,Muttahida Majlis-e-Amal Pakistan,37971,NA-263,Killa Abdullah
Syed Mussawir Shah,Independent,155,NA-263,Killa Abdullah
Abdul Qadir Luni,Jamiat Ulma-e-Islam Nazryati Pakistan,2070,NA-264,Quetta-I
Abdul Qahir,Jamiat Ulama-e-Islam Pakistan (S),159,NA-264,Quetta-I
Abdul Rehman,Pashtoonkhwa Milli Awami Party,8980,NA-264,Quetta-I
Ajab Khan,Independent,549,NA-264,Quetta-I
Ali Muhamamd Nasar,Balochistan Awami Party,2882,NA-264,Quetta-I
Amir Afzal Khan Mandokhail,Pakistan Muslim League (N),2159,NA-264,Quetta-I
Asmatullah,Muttahida Majlis-e-Amal Pakistan,14887,NA-264,Quetta-I
Ghulam Muhammad,Awami National Party,1873,NA-264,Quetta-I
Malik Abdul Wali Kakar,Balochistan National Party,10071,NA-264,Quetta-I
Muhammad Raza,Hazara Democratic Party,5890,NA-264,Quetta-I
Muhammad Tahir Khan,Independent,604,NA-264,Quetta-I
Muhammad Umar,Independent,125,NA-264,Quetta-I
Muhammad Yousuf Khilji,Pakistan Peoples Party Parliamentarians,6989,NA-264,Quetta-I
Saifullah Khan,Pakistan Tehreek-e-Insaf,10053,NA-264,Quetta-I
Abdul Khaliq,Hazara Democratic Party,2052,NA-265,Quetta-II
Abdul Wadood Jamal,Independent,742,NA-265,Quetta-II
Barat Khan,Independent,215,NA-265,Quetta-II
Ghulam Ali Noshad,Independent,2738,NA-265,Quetta-II
Hamd Ullah Saboor,Muttahida Majlis-e-Amal Pakistan,10124,NA-265,Quetta-II
Liaqat Ali Lehri,Independent,2638,NA-265,Quetta-II
Malik Imran Ullah Kakar,Muttahida Qaumi Movement Pakistan,122,NA-265,Quetta-II
Masoom Khan,Independent,2535,NA-265,Quetta-II
Mehmood Khan Acakzai,Pashtoonkhwa Milli Awami Party,11487,NA-265,Quetta-II
Mir Lashkari Raisani,Balochistan National Party,20389,NA-265,Quetta-II
Muhammad Arif Khan Atmanzai,All Pakistan Muslim League,211,NA-265,Quetta-II
Muhammad Naeem,Independent,128,NA-265,Quetta-II
Muhammad Tahir Khan,Independent,253,NA-265,Quetta-II
Mujeeb Ur Rehman Tareen,Independent,113,NA-265,Quetta-II
Naseeb Ullah Acakzai,Balochistan Awami Party,4279,NA-265,Quetta-II
Nida Muhammad,Independent,52,NA-265,Quetta-II
Qasim Khan Soori,Pakistan Tehreek-e-Insaf,25973,NA-265,Quetta-II
Rahila Hameed Khan Durrani,Pakistan Muslim League (N),9931,NA-265,Quetta-II
Rozi Khan Kakar,Pakistan Peoples Party Parliamentarians,5878,NA-265,Quetta-II
Sher Ali Mirwani,Qaumi Watan Party,178,NA-265,Quetta-II
Syed Muhammad Raza,Majlis-e-Wahdat-e-Muslimeen Pakistan,5004,NA-265,Quetta-II
Syed Sanaullah,Pak Sarzameen Party,300,NA-265,Quetta-II
Umar Farooq,Awami National Party,7297,NA-265,Quetta-II
Wali Khan,Pakistan Rah-e-Haq Party,1863,NA-265,Quetta-II
Yasmeen Bibi Lehri,National Party,229,NA-265,Quetta-II
Nawab Muhammad Khan Shahwani,National Party,1325,NA-266,Quetta-III
Prince Ahmed Umer Ahmedzai,Balochistan Awami Party,5120,NA-266,Quetta-III
Muhammad Younus,Pakistan Muslim League (N),866,NA-266,Quetta-III
Agha Hassan Baloch,Balochistan National Party,20034,NA-266,Quetta-III
Malik abdul razzaq satooryani,Independent,76,NA-266,Quetta-III
Jamal Khan Tarakai,Pashtoonkhwa Milli Awami Party,9129,NA-266,Quetta-III
Sardar Ahmed Khan Shahwani,Independent,596,NA-266,Quetta-III
Moula Muhammad Ramzan Mengal,Pakistan Rah-e-Haq Party,1052,NA-266,Quetta-III
Allah ud Din,Awami National Party,140,NA-266,Quetta-III
Hafiz hussain ahmed,Muttahida Majlis-e-Amal Pakistan,11057,NA-266,Quetta-III
Meer Sikandar Shahwni,Independent,37,NA-266,Quetta-III
Malik Mehmood Yar Shahwani,Independent,157,NA-266,Quetta-III
Bibi Nasreen Gul,Balochistan National Movement,78,NA-266,Quetta-III
Muhammad Imran Bangulzai,Independent,233,NA-266,Quetta-III
Sardar Sher Dil Khan Zagar Mengai,Independent,205,NA-266,Quetta-III
Paind Khan,Independent,179,NA-266,Quetta-III
Meer Muhammad Usman Pirkani,Independent,143,NA-266,Quetta-III
Zain ul Abideen Khan Khilji,Pakistan Tehreek-e-Insaf,5622,NA-266,Quetta-III
Meer Riaz Ahmed Shahwani,Pakistan Peoples Party Parliamentarians,5014,NA-266,Quetta-III
Qutab Ali,Balochistan National Party (Awami),478,NA-266,Quetta-III
Syed Mehmood Shah,Muttahida Majlis-e-Amal Pakistan,26645,NA-267,Mastung-cum-Shaheed Sikandarabad-cum-Kalat
Ayatullah Durani,Pakistan Peoples Party Parliamentarians,1551,NA-267,Mastung-cum-Shaheed Sikandarabad-cum-Kalat
Irfan Kareem,Independent,358,NA-267,Mastung-cum-Shaheed Sikandarabad-cum-Kalat
Manzoor Ahmed Baloch,Balochistan National Party,25738,NA-267,Mastung-cum-Shaheed Sikandarabad-cum-Kalat
Meer Taj Muhammad,Pakistan Tehreek-e-Insaf,3557,NA-267,Mastung-cum-Shaheed Sikandarabad-cum-Kalat
Mir Ahmed,Allah-o-Akbar Tehreek,3013,NA-267,Mastung-cum-Shaheed Sikandarabad-cum-Kalat
Mir Ali Akbar,Balochistan National Party (Awami),2493,NA-267,Mastung-cum-Shaheed Sikandarabad-cum-Kalat
Mir Manzoor Hussain,Independent,6167,NA-267,Mastung-cum-Shaheed Sikandarabad-cum-Kalat
Mir Muhammad Aslam,Tehreek-e-Labbaik Pakistan,402,NA-267,Mastung-cum-Shaheed Sikandarabad-cum-Kalat
Mir Munir Ahmed Shahwani,Independent,1535,NA-267,Mastung-cum-Shaheed Sikandarabad-cum-Kalat
Mubark Khan,Jamiat Ulma-e-Islam Nazryati Pakistan,506,NA-267,Mastung-cum-Shaheed Sikandarabad-cum-Kalat
Muhammad Iqbal,Balochistan National Movement,1131,NA-267,Mastung-cum-Shaheed Sikandarabad-cum-Kalat
Nawab Muhammad Khan Shahwani,National Party,7791,NA-267,Mastung-cum-Shaheed Sikandarabad-cum-Kalat
Nawab Zada Yadgar Raisani,Independent,81,NA-267,Mastung-cum-Shaheed Sikandarabad-cum-Kalat
Sajad Ahmed,Independent,194,NA-267,Mastung-cum-Shaheed Sikandarabad-cum-Kalat
Sanaullah Brohi,Tehreek-e-Labbaik Pakistan,797,NA-267,Mastung-cum-Shaheed Sikandarabad-cum-Kalat
Sardar Muhammad Yaseen  Langove,Pak Sarzameen Party,258,NA-267,Mastung-cum-Shaheed Sikandarabad-cum-Kalat
Sardar Noor Ahmed,Balochistan Awami Party,20322,NA-267,Mastung-cum-Shaheed Sikandarabad-cum-Kalat
Sardar Salah Uddin Muhammad Hassani,National Peace Council Party,241,NA-267,Mastung-cum-Shaheed Sikandarabad-cum-Kalat
Sardar Sanaullah Zehri,Pakistan Muslim League (N),7132,NA-267,Mastung-cum-Shaheed Sikandarabad-cum-Kalat
Taj Muhammad,Independent,928,NA-267,Mastung-cum-Shaheed Sikandarabad-cum-Kalat
Abdul Qadir,Pakistan Muslim League (N),2396,NA-268,Chagai-cum-Nushki-cum-Kharan
Abdul Rehman,Independent,17,NA-268,Chagai-cum-Nushki-cum-Kharan
Abdul Waheed,Independent,152,NA-268,Chagai-cum-Nushki-cum-Kharan
Ali Ahmed,Independent,62,NA-268,Chagai-cum-Nushki-cum-Kharan
Ghulam Farooq,National Party,98,NA-268,Chagai-cum-Nushki-cum-Kharan
Haji Muhammad Usman,Independent,623,NA-268,Chagai-cum-Nushki-cum-Kharan
Manzoor Ahmed,Balochistan National Party (Awami),61,NA-268,Chagai-cum-Nushki-cum-Kharan
Mir Noor Ud Din Nosherwani,Independent,6,NA-268,Chagai-cum-Nushki-cum-Kharan
Mir Rehmat Ullah Khan Notezai,Independent,11,NA-268,Chagai-cum-Nushki-cum-Kharan
